2015-01-10,5
2015-01-12,4
2015-01-13,4
2015-01-15,1
2015-01-16,1
2015-01-17,3
2015-01-18,2
2015-01-19,6
2015-01-20,1
2015-01-21,3
2015-01-22,20
2015-01-23,5
2015-01-24,1
2015-01-25,5
2015-01-26,1
2015-01-27,6
2015-01-28,1
2015-01-29,4
2015-01-30,3
2015-01-31,4
2015-02-03,5
2015-02-04,1
2015-02-06,3
2015-02-07,8
2015-02-08,2
2015-02-09,4
2015-02-10,2
2015-02-11,3
2015-02-14,4
2015-02-15,4
2015-02-16,2
2015-02-17,1
2015-02-18,5
2015-02-22,1
2015-02-23,3
2015-02-25,9
2015-02-26,1
2015-02-27,4
2015-03-01,5
2015-03-03,1
2015-03-04,5
2015-03-06,1
2015-03-07,3
2015-03-09,2
2015-03-11,3
2015-03-12,1
2015-03-13,1
2015-03-14,1
2015-03-18,2
2015-03-19,5
2015-03-20,4
2015-03-22,14
2015-03-23,7
2015-03-24,1
2015-03-25,2
2015-03-26,9
2015-03-27,1
2015-03-28,4
2015-03-30,2
2015-03-31,1
2015-04-01,1
2015-04-02,1
2015-04-05,2
2015-04-06,12
2015-04-07,8
2015-04-08,2
2015-04-09,2
2015-04-10,19
2015-04-11,17
2015-04-12,9
2015-04-13,3
2015-04-14,5
2015-04-15,3
2015-04-17,6
2015-04-18,1
2015-04-19,3
2015-04-20,7
2015-04-21,3
2015-04-22,6
2015-04-23,1
2015-04-24,3
2015-04-26,1
2015-04-27,3
2015-04-28,4
2015-04-30,1
2015-05-01,6
2015-05-02,4
2015-05-04,7
2015-05-05,2
2015-05-06,1
2015-05-07,5
2015-05-08,9
2015-05-09,5
2015-05-11,1
2015-05-12,4
2015-05-13,2
2015-05-14,5
2015-05-15,3
2015-05-16,4
2015-05-17,3
2015-05-18,9
2015-05-19,4
2015-05-20,8
2015-05-21,4
2015-05-22,1
2015-05-24,2
2015-05-25,3
2015-05-26,4
2015-05-28,1
2015-05-29,5
2015-05-30,3
2015-05-31,5
2015-06-01,1
2015-06-02,4
2015-06-03,1
2015-06-05,4
2015-06-06,5
2015-06-08,1
2015-06-09,6
2015-06-10,3
2015-06-11,5
2015-06-12,5
2015-06-13,3
2015-06-14,4
2015-06-15,8
2015-06-16,7
2015-06-17,7
2015-06-18,1
2015-06-19,2
2015-06-20,5
2015-06-21,5
2015-06-22,1
2015-06-24,4
2015-06-25,4
2015-06-26,7
2015-06-27,3
2015-06-28,6
2015-06-29,4
2015-06-30,8
2015-07-01,4
2015-07-02,4
2015-07-03,1
2015-07-05,4
2015-07-06,4
2015-07-07,4
2015-07-08,8
2015-07-09,8
2015-07-11,1
2015-07-12,8
2015-07-13,4
2015-07-14,9
2015-07-15,5
2015-07-16,1
2015-07-17,5
2015-07-18,3
2015-07-19,10
2015-07-20,3
2015-07-21,6
2015-07-22,4
2015-07-23,1
2015-07-24,5
2015-07-25,5
2015-07-26,1
2015-07-27,5
2015-07-28,4
2015-07-30,9
2015-07-31,3
2015-08-01,3
2015-08-02,4
2015-08-03,1
2015-08-04,6
2015-08-05,3
2015-08-06,1
2015-08-07,3
2015-08-08,3
2015-08-09,2
2015-08-10,2
2015-08-11,2
2015-08-12,3
2015-08-13,4
2015-08-14,3
2015-08-15,1
2015-08-16,2
2015-08-17,3
2015-08-18,7
2015-08-19,9
2015-08-20,3
2015-08-21,3
2015-08-23,2
2015-08-24,1
2015-08-25,3
2015-08-26,5
2015-08-27,7
2015-08-28,6
2015-08-29,4
2015-08-30,7
2015-08-31,5
2015-09-01,3
2015-09-02,14
2015-09-03,2
2015-09-04,2
2015-09-05,4
2015-09-07,4
2015-09-08,3
2015-09-09,3
2015-09-10,4
2015-09-11,2
2015-09-12,5
2015-09-14,2
2015-09-15,5
2015-09-16,3
2015-09-17,6
2015-09-18,4
2015-09-20,5
2015-09-21,1
2015-09-22,4
2015-09-24,5
2015-09-25,6
2015-09-26,3
2015-09-27,5
2015-09-28,4
2015-09-29,2
2015-09-30,1
2015-10-01,6
2015-10-02,3
2015-10-03,8
2015-10-04,3
2015-10-05,2
2015-10-06,2
2015-10-07,13
2015-10-08,5
2015-10-09,7
2015-10-11,1
2015-10-12,1
2015-10-13,16
2015-10-14,3
2015-10-15,3
2015-10-16,7
2015-10-17,3
2015-10-18,2
2015-10-19,6
2015-10-20,7
2015-10-21,2
2015-10-22,1
2015-10-23,4
2015-10-26,4
2015-10-27,1
2015-10-28,6
2015-10-29,4
2015-10-30,4
2015-10-31,5
2015-11-01,6
2015-11-04,11
2015-11-05,17
2015-11-06,15
2015-11-07,27
2015-11-08,13
2015-11-09,7
2015-11-10,11
2015-11-11,6
2015-11-12,5
2015-11-13,9
2015-11-15,9
2015-11-16,10
2015-11-17,8
2015-11-18,7
2015-11-19,19
2015-11-20,39
2015-11-21,73
2015-11-22,13
2015-11-23,9
2015-11-24,5
2015-11-25,3
2015-11-26,4
2015-11-27,4
2015-11-28,48
2015-11-29,24
2015-11-30,8
2015-12-01,5
2015-12-02,30
2015-12-03,13
2015-12-04,10
2015-12-05,13
2015-12-06,11
2015-12-07,14
2015-12-08,27
2015-12-09,2
2015-12-10,1
2015-12-11,19
2015-12-12,8
2015-12-13,9
2015-12-14,29
2015-12-15,5
2015-12-16,15
2015-12-17,12
2015-12-18,19
2015-12-19,6
2015-12-20,7
2015-12-21,7
2015-12-22,10
2015-12-23,1
2015-12-24,3
2015-12-25,15
2015-12-26,13
2015-12-27,10
2015-12-28,9
2015-12-29,6
2015-12-30,6
2015-12-31,15
