2015-01-09,1
2015-01-10,8
2015-01-11,27
2015-01-12,26
2015-01-13,8
2015-01-14,9
2015-01-15,9
2015-01-16,20
2015-01-17,26
2015-01-18,22
2015-01-19,11
2015-01-20,20
2015-01-21,14
2015-01-22,24
2015-01-23,10
2015-01-24,8
2015-01-25,19
2015-01-26,15
2015-01-27,12
2015-01-28,13
2015-01-29,13
2015-01-30,14
2015-01-31,17
2015-02-01,11
2015-02-02,10
2015-02-03,6
2015-02-04,8
2015-02-05,9
2015-02-06,25
2015-02-07,12
2015-02-08,26
2015-02-09,55
2015-02-10,48
2015-02-11,14
2015-02-12,26
2015-02-13,6
2015-02-14,5
2015-02-15,7
2015-02-16,8
2015-02-17,9
2015-02-18,5
2015-02-19,5
2015-02-20,1
2015-02-21,5
2015-02-23,5
2015-02-24,4
2015-02-25,29
2015-02-26,15
2015-02-27,12
2015-02-28,20
2015-03-01,8
2015-03-02,13
2015-03-03,8
2015-03-04,15
2015-03-05,11
2015-03-06,11
2015-03-07,5
2015-03-08,39
2015-03-09,10
2015-03-10,2
2015-03-11,3
2015-03-12,5
2015-03-13,5
2015-03-14,13
2015-03-15,8
2015-03-16,9
2015-03-17,5
2015-03-18,11
2015-03-19,13
2015-03-20,15
2015-03-21,4
2015-03-22,8
2015-03-23,9
2015-03-24,6
2015-03-25,16
2015-03-26,7
2015-03-27,3
2015-03-28,8
2015-03-29,12
2015-03-30,14
2015-03-31,8
2015-04-01,25
2015-04-02,11
2015-04-03,4
2015-04-04,5
2015-04-05,2
2015-04-06,11
2015-04-07,47
2015-04-08,10
2015-04-09,1
2015-04-10,54
2015-04-11,23
2015-04-12,8
2015-04-13,3
2015-04-14,12
2015-04-15,13
2015-04-16,3
2015-04-17,20
2015-04-18,34
2015-04-19,14
2015-04-20,20
2015-04-21,9
2015-04-22,13
2015-04-23,7
2015-04-24,17
2015-04-25,26
2015-04-26,14
2015-04-27,14
2015-04-28,4
2015-04-29,20
2015-04-30,5
2015-05-01,59
2015-05-02,19
2015-05-03,12
2015-05-04,70
2015-05-05,51
2015-05-06,42
2015-05-07,42
2015-05-08,10
2015-05-09,22
2015-05-10,17
2015-05-11,28
2015-05-12,26
2015-05-13,19
2015-05-14,47
2015-05-15,41
2015-05-16,73
2015-05-17,17
2015-05-18,15
2015-05-19,15
2015-05-20,10
2015-05-21,12
2015-05-22,6
2015-05-23,7
2015-05-24,5
2015-05-25,35
2015-05-26,19
2015-05-27,10
2015-05-28,7
2015-05-29,19
2015-05-30,13
2015-05-31,2
2015-06-01,11
2015-06-02,18
2015-06-03,17
2015-06-04,20
2015-06-05,11
2015-06-06,7
2015-06-07,76
2015-06-08,24
2015-06-09,20
2015-06-10,19
2015-06-11,9
2015-06-12,8
2015-06-13,16
2015-06-14,34
2015-06-15,5
2015-06-16,12
2015-06-17,9
2015-06-18,17
2015-06-19,18
2015-06-20,13
2015-06-21,10
2015-06-22,15
2015-06-23,33
2015-06-24,49
2015-06-25,12
2015-06-26,9
2015-06-27,6
2015-06-28,26
2015-06-29,18
2015-06-30,27
2015-07-01,58
2015-07-02,25
2015-07-03,33
2015-07-04,6
2015-07-05,21
2015-07-06,47
2015-07-07,32
2015-07-08,29
2015-07-09,14
2015-07-10,9
2015-07-11,15
2015-07-12,8
2015-07-13,21
2015-07-14,17
2015-07-15,90
2015-07-16,55
2015-07-17,51
2015-07-18,31
2015-07-19,26
2015-07-20,152
2015-07-21,23
2015-07-22,10
2015-07-23,10
2015-07-24,22
2015-07-25,10
2015-07-26,10
2015-07-27,13
2015-07-28,30
2015-07-29,43
2015-07-30,37
2015-07-31,35
2015-08-01,21
2015-08-02,12
2015-08-03,5
2015-08-04,15
2015-08-05,21
2015-08-06,16
2015-08-07,19
2015-08-08,12
2015-08-09,18
2015-08-10,53
2015-08-11,39
2015-08-12,64
2015-08-13,46
2015-08-14,39
2015-08-15,7
2015-08-16,27
2015-08-17,15
2015-08-18,25
2015-08-19,17
2015-08-20,25
2015-08-21,18
2015-08-22,8
2015-08-23,13
2015-08-24,15
2015-08-25,17
2015-08-26,13
2015-08-27,5
2015-08-28,22
2015-08-29,12
2015-08-30,14
2015-08-31,16
2015-09-01,25
2015-09-02,36
2015-09-03,33
2015-09-04,23
2015-09-05,11
2015-09-06,6
2015-09-07,11
2015-09-08,14
2015-09-09,2
2015-09-10,9
2015-09-11,9
2015-09-12,7
2015-09-13,17
2015-09-14,13
2015-09-15,16
2015-09-16,7
2015-09-17,7
2015-09-18,5
2015-09-19,6
2015-09-20,15
2015-09-21,8
2015-09-22,11
2015-09-23,13
2015-09-24,13
2015-09-25,20
2015-09-26,4
2015-09-27,1
2015-09-28,27
2015-09-29,30
2015-09-30,11
2015-10-01,18
2015-10-02,11
2015-10-03,8
2015-10-04,11
2015-10-05,68
2015-10-06,119
2015-10-07,95
2015-10-08,73
2015-10-09,56
2015-10-10,55
2015-10-11,34
2015-10-12,19
2015-10-13,23
2015-10-14,34
2015-10-15,35
2015-10-16,42
2015-10-17,67
2015-10-18,77
2015-10-19,46
2015-10-20,53
2015-10-21,105
2015-10-22,46
2015-10-23,91
2015-10-24,49
2015-10-25,45
2015-10-26,39
2015-10-27,58
2015-10-28,59
2015-10-29,32
2015-10-30,56
2015-10-31,25
2015-11-01,56
2015-11-02,20
2015-11-03,68
2015-11-04,40
2015-11-05,29
2015-11-06,28
2015-11-07,46
2015-11-08,27
2015-11-09,26
2015-11-10,24
2015-11-11,37
2015-11-12,17
2015-11-13,31
2015-11-14,20
2015-11-15,14
2015-11-16,33
2015-11-17,21
2015-11-18,25
2015-11-19,22
2015-11-20,63
2015-11-21,34
2015-11-22,20
2015-11-23,18
2015-11-24,45
2015-11-25,45
2015-11-26,35
2015-11-27,31
2015-11-28,21
2015-11-29,35
2015-11-30,35
2015-12-01,37
2015-12-02,41
2015-12-03,40
2015-12-04,66
2015-12-05,30
2015-12-06,22
2015-12-07,32
2015-12-08,27
2015-12-09,41
2015-12-10,50
2015-12-11,17
2015-12-12,38
2015-12-13,22
2015-12-14,35
2015-12-15,37
2015-12-16,56
2015-12-17,24
2015-12-18,22
2015-12-19,27
2015-12-20,24
2015-12-21,29
2015-12-22,35
2015-12-23,19
2015-12-24,16
2015-12-25,60
2015-12-26,31
2015-12-27,127
2015-12-28,44
2015-12-29,21
2015-12-30,34
2015-12-31,26
